nro;ubigeo;region;provincia;distrito;centro_poblado;2g;3g;4g;5g;lat;lon
238;203010055;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;OCSHOPUQUIO;;;SI;;-9.10493;-77.02403
239;203010057;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;HUANTU;;;SI;;-9.10056;-77.00673
240;203040002;ANCASH;ANTONIO RAYMONDI;CHINGAS;TARAJIRCAN;;;SI;;-9.11572;-76.99963
241;203040004;ANCASH;ANTONIO RAYMONDI;CHINGAS;RANCHAC;;;SI;;-9.1181;-77.00653
242;203040005;ANCASH;ANTONIO RAYMONDI;CHINGAS;ANCHAC;;;SI;;-9.11827;-77.00944
243;203040011;ANCASH;ANTONIO RAYMONDI;CHINGAS;CHAHUARCON;;SI;;;-9.11924;-77.00359
244;203040022;ANCASH;ANTONIO RAYMONDI;CHINGAS;HUANCACHACA;;SI;;;-9.12993;-77.0413
245;204020029;ANCASH;ASUNCION;ACOCHACA;CONVENTO;;;SI;;-9.10712;-77.37106
246;205080001;ANCASH;BOLOGNESI;HUALLANCA;HUALLANCA;;;SI;;-9.8993028;-76.94161346
247;204010001;ANCASH;ASUNCION;CHACAS;CHACAS;;;SI;;-9.162145946;-77.36609532
248;205010001;ANCASH;BOLOGNESI;CHIQUIAN;CHIQUIAN;;;SI;;-10.15205855;-77.15688463
249;205010052;ANCASH;BOLOGNESI;CHIQUIAN;RACRAN;;;SI;;-10.15704833;-77.15623833
250;206040030;ANCASH;CARHUAZ;ANTA;PARIAJIRCA;;SI;;;-9.36081;-77.59662
251;206010001;ANCASH;CARHUAZ;CARHUAZ;CARHUAZ;;;SI;;-9.281738833;-77.6462884
252;206010026;ANCASH;CARHUAZ;CARHUAZ;AMPU;;;SI;;-9.27642;-77.65591
253;206010027;ANCASH;CARHUAZ;CARHUAZ;AUQUIPAMPA-AMPU;;;SI;;-9.27941;-77.65475
254;206010028;ANCASH;CARHUAZ;CARHUAZ;ARHUEYPAMPA;;;SI;;-9.27663;-77.64366
255;206010029;ANCASH;CARHUAZ;CARHUAZ;CAJAMARQUILLA;;;SI;;-9.27741;-77.63851
256;206010038;ANCASH;CARHUAZ;CARHUAZ;CHICU;;;SI;;-9.28105;-77.65525
257;206010039;ANCASH;CARHUAZ;CARHUAZ;MOLINOPAMPA;;SI;;;-9.28658;-77.64753
258;206010044;ANCASH;CARHUAZ;CARHUAZ;HUANCA;;SI;;;-9.29881;-77.63997
259;206010046;ANCASH;CARHUAZ;CARHUAZ;IRCAN;;SI;;;-9.30183;-77.64376
260;206010047;ANCASH;CARHUAZ;CARHUAZ;COCHAC;;SI;;;-9.29878;-77.64002
261;206010050;ANCASH;CARHUAZ;CARHUAZ;HORNUYOC;;SI;;;-9.30401;-77.62716
262;206010055;ANCASH;CARHUAZ;CARHUAZ;RAMPAC CHICO;;SI;;;-9.2967;-77.64615
263;206020001;ANCASH;CARHUAZ;ACOPAMPA;ACOPAMPA;;;SI;;-9.2944;-77.62578
264;206020002;ANCASH;CARHUAZ;ACOPAMPA;QUESHQUIPACHAN;;SI;;;-9.28343;-77.62849
265;206020003;ANCASH;CARHUAZ;ACOPAMPA;CANTU;;SI;;;-9.28557;-77.61894
266;206020006;ANCASH;CARHUAZ;ACOPAMPA;BELLAVISTA;;;SI;;-9.28619;-77.62458
267;206020007;ANCASH;CARHUAZ;ACOPAMPA;OBRAJE;;;SI;;-9.28181;-77.63068
268;206020008;ANCASH;CARHUAZ;ACOPAMPA;HUAMAN;;SI;;;-9.28819;-77.61859
269;206020012;ANCASH;CARHUAZ;ACOPAMPA;HUANCAPAMPA;;SI;;;-9.29678;-77.62162
270;206020013;ANCASH;CARHUAZ;ACOPAMPA;PUNCULLACA BAJO;;SI;;;-9.29668;-77.62795
271;207010069;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;BOBADILLA;;;SI;;-9.08952;-77.3146
272;207010074;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;TUMPA;;;SI;;-9.09675;-77.33798
273;207010083;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;PUCALLPA;;;SI;;-9.09665;-77.33798
274;207010084;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;GONTZA GIRCA;;;SI;;-9.09641;-77.33975
275;207010085;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SHEYHUA VILLA SUR;;;SI;;-9.0997;-77.32342
276;207010086;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;TUCUSH;;SI;;;-9.10197;-77.32437
277;208030012;ANCASH;CASMA;COMANDANTE NOEL;SANTA CRISTINA;;SI;;;-9.46594;-78.35268
278;208030013;ANCASH;CASMA;COMANDANTE NOEL;SANTA DELFINA;;SI;;;-9.46219;-78.37247
279;206100006;ANCASH;CARHUAZ;TINCO;MULLANA;;;SI;;-9.2684;-77.64907
280;206100011;ANCASH;CARHUAZ;TINCO;TOMA;;;SI;;-9.26948;-77.66567
281;206100012;ANCASH;CARHUAZ;TINCO;PATY;;;SI;;-9.27103;-77.65554
282;206100013;ANCASH;CARHUAZ;TINCO;VISTA ALEGRE;;SI;;;-9.27488;-77.67386
283;206100014;ANCASH;CARHUAZ;TINCO;SAN JOSE;;SI;;;-9.27434;-77.67049
284;206100015;ANCASH;CARHUAZ;TINCO;PUEBLO VIEJO DE TOMA;;;SI;;-9.27163;-77.66901
285;206110002;ANCASH;CARHUAZ;YUNGAR;CHUCHIN;;SI;;;-9.37172;-77.59433
286;206110006;ANCASH;CARHUAZ;YUNGAR;JAMASHCA;;SI;;;-9.37974;-77.59964
287;206110011;ANCASH;CARHUAZ;YUNGAR;MACRA;;SI;;;-9.383606667;-77.60666167
288;206110014;ANCASH;CARHUAZ;YUNGAR;LOS PINOS (GUADALUPE);;;SI;;-9.38465;-77.60521
289;208010005;ANCASH;CASMA;CASMA;EL MILAGRO;;SI;;;-9.46078;-78.32956
290;208010007;ANCASH;CASMA;CASMA;EL CARMEN;;;SI;;-9.46901;-78.3097
291;208010040;ANCASH;CASMA;CASMA;EL ALTO;SI;;;;-9.562353669;-78.26040312
292;208010043;ANCASH;CASMA;CASMA;PLAYA GRANDE;;SI;;;-9.76863;-78.23645
293;208010044;ANCASH;CASMA;CASMA;RIO SECO;;;SI;;-9.77455273;-78.22133199
294;208010046;ANCASH;CASMA;CASMA;CASMA VILLAHERMOSA;;;SI;;-9.461001787;-78.29750987
295;208010051;ANCASH;CASMA;CASMA;LA PAMPA;;SI;;;-9.617315184;-78.25788024
296;208010054;ANCASH;CASMA;CASMA;KM 359;;SI;;;-9.59349998;-78.25426561
297;206060037;ANCASH;CARHUAZ;MARCARA;LA FLORIDA;;;SI;;-9.3319;-77.60381
298;207010001;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SAN LUIS;;;SI;;-9.094463834;-77.32920305
299;207010057;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;COCHABAMBA;;SI;;;-9.08051;-77.31884
300;207010059;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SHAJTAY;;SI;;;-9.08018;-77.32762
301;209010001;ANCASH;CORONGO;CORONGO;CORONGO;;;SI;;-8.57057358;-77.89811913
302;210010001;ANCASH;HUARI;HUARI;HUARI;;;SI;;-9.347383971;-77.17091273
303;211010001;ANCASH;HUARMEY;HUARMEY;HUARMEY;;;SI;;-10.06875736;-78.15220252
304;211010020;ANCASH;HUARMEY;HUARMEY;TUQUILLO;;;SI;;-10.0175;-78.193
305;211010021;ANCASH;HUARMEY;HUARMEY;VISTA ALEGRE;;SI;;;-10.03213;-78.16357
306;212040004;ANCASH;HUAYLAS;HUAYLAS;SHUYO;;;SI;;-8.86087;-77.89352
307;212040005;ANCASH;HUAYLAS;HUAYLAS;DELICADOS;;;SI;;-8.87107;-77.8903
308;211010026;ANCASH;HUARMEY;HUARMEY;MANACHE;;SI;;;-10.06762608;-78.1620987
309;211010027;ANCASH;HUARMEY;HUARMEY;ARENAL;;SI;;;-10.07058;-78.13611
310;211010028;ANCASH;HUARMEY;HUARMEY;LECHERAL;;;SI;;-10.07437;-78.14713
311;211010029;ANCASH;HUARMEY;HUARMEY;HUANCHAQUITO;;SI;;;-10.0797;-78.16599
312;211010032;ANCASH;HUARMEY;HUARMEY;PAYPAY CHICO;;SI;;;-10.09394;-78.14309
313;211010033;ANCASH;HUARMEY;HUARMEY;9 DE OCTUBRE;;SI;;;-10.09992;-78.14338
314;211010034;ANCASH;HUARMEY;HUARMEY;PAYPAY GRANDE;;SI;;;-10.10305;-78.1392
315;211010035;ANCASH;HUARMEY;HUARMEY;SAN NICOLAS;;;SI;;-10.0801;-78.15823
316;211010045;ANCASH;HUARMEY;HUARMEY;ALTO HUARMEY;;SI;;;-10.08796;-78.15613
317;211030001;ANCASH;HUARMEY;CULEBRAS;LA CALETA CULEBRAS;;;SI;;-9.950184747;-78.22204425
318;211030004;ANCASH;HUARMEY;CULEBRAS;RIO SECO;;SI;;;-9.79355;-78.212
319;211030014;ANCASH;HUARMEY;CULEBRAS;QUITA SOMBERO;;SI;;;-9.93599;-78.20017
320;211030015;ANCASH;HUARMEY;CULEBRAS;CASA ROSADA;;;SI;;-9.93967;-78.21786
321;211030016;ANCASH;HUARMEY;CULEBRAS;MIRADOR;;;SI;;-9.93398;-78.21099
322;212010001;ANCASH;HUAYLAS;CARAZ;CARAZ;;;SI;;-9.04849447;-77.81009266
323;212010011;ANCASH;HUAYLAS;CARAZ;YURACOTO;;SI;;;-9.01558;-77.81681
324;212010013;ANCASH;HUAYLAS;CARAZ;CAMPIÑA DE YANAHUARA;;SI;;;-9.02742;-77.81693
325;212010016;ANCASH;HUAYLAS;CARAZ;ALLAUCA;;;SI;;-9.03658;-77.82038
326;212010017;ANCASH;HUAYLAS;CARAZ;SHOCSHA;;SI;;;-9.0317;-77.81174
327;212010018;ANCASH;HUAYLAS;CARAZ;TARNA;;;SI;;-9.03439;-77.8064
328;212010023;ANCASH;HUAYLAS;CARAZ;CHUNGANA;;;SI;;-9.03908;-77.80921
329;212010024;ANCASH;HUAYLAS;CARAZ;ICHIC HUAYLAS;;;SI;;-9.03375;-77.81489
330;212010025;ANCASH;HUAYLAS;CARAZ;CUMPAYHUARA (SANTA ROSA);;;SI;;-9.04264;-77.82371
331;212010036;ANCASH;HUAYLAS;CARAZ;SAN MIGUEL;SI;;;;-9.060376667;-77.78281167
332;212010053;ANCASH;HUAYLAS;CARAZ;INCAHUAIN;;SI;;;-9.01379;-77.81999
333;213060011;ANCASH;MARISCAL LUZURIAGA;LLUMPA;PUMPU;;SI;;;-8.94793;-77.37034
334;213060012;ANCASH;MARISCAL LUZURIAGA;LLUMPA;SAUCIPUQUIO;;SI;;;-8.94859;-77.36954
335;212080063;ANCASH;HUAYLAS;SANTA CRUZ;LUCMA PAMPA;;SI;;;-8.93306635;-77.82942774
336;212090011;ANCASH;HUAYLAS;SANTO TORIBIO;RARIO ALTO;;SI;;;-8.86215;-77.90583
337;212090013;ANCASH;HUAYLAS;SANTO TORIBIO;NAHUINYACO;;SI;;;-8.87147;-77.90790833
338;212040015;ANCASH;HUAYLAS;HUAYLAS;CURCUY;;;SI;;-8.87676;-77.87102
339;212080003;ANCASH;HUAYLAS;SANTA CRUZ;COLTAN;;;SI;;-8.8769;-77.81699
340;212080012;ANCASH;HUAYLAS;SANTA CRUZ;TUMANA;;;SI;;-8.91751;-77.83978
341;212080013;ANCASH;HUAYLAS;SANTA CRUZ;CHIUCA;;;SI;;-8.91866;-77.83981
342;213010001;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;PISCOBAMBA;;;SI;;-8.864972258;-77.35734134
343;215010019;ANCASH;PALLASCA;CABANA;PASHUL;;;SI;;-8.388832;-78.013415
344;215010025;ANCASH;PALLASCA;CABANA;EL MOLINO;;;SI;;-8.3868;-78.00563
345;215010049;ANCASH;PALLASCA;CABANA;ARACABO;;;SI;;-8.40055;-78.00817
346;213070028;ANCASH;MARISCAL LUZURIAGA;LUCMA;YANASH;;;SI;;-8.92794;-77.3909
347;213070048;ANCASH;MARISCAL LUZURIAGA;LUCMA;TAULLI;;SI;;;-8.93807;-77.39981
348;213080019;ANCASH;MARISCAL LUZURIAGA;MUSGA;CACHIPAMPA;;SI;;;-8.90128;-77.35315
349;213080024;ANCASH;MARISCAL LUZURIAGA;MUSGA;PACHAPAQUI;;;SI;;-8.901738333;-77.359285
350;213080026;ANCASH;MARISCAL LUZURIAGA;MUSGA;BUENA VISTA;;SI;;;-8.90801;-77.35178
351;213080027;ANCASH;MARISCAL LUZURIAGA;MUSGA;PASCA;;;SI;;-8.90682;-77.34391
352;214010001;ANCASH;OCROS;OCROS;OCROS;;;SI;;-10.40348;-77.39686
353;302090026;APURIMAC;ANDAHUAYLAS;PACUCHA;LORENSAYOC;;;SI;;-13.61089;-73.34743
354;215010001;ANCASH;PALLASCA;CABANA;CABANA;;;SI;;-8.392916984;-78.00907567
355;216010187;ANCASH;POMABAMBA;POMABAMBA;PUMACHUCHO ALTO;;SI;;;-8.81156;-77.46841
356;216010195;ANCASH;POMABAMBA;POMABAMBA;HUARIJIRCA;;;SI;;-8.82343;-77.47433
357;216010213;ANCASH;POMABAMBA;POMABAMBA;AYLAHUAYON;;;SI;;-8.82436;-77.46335
358;216020030;ANCASH;POMABAMBA;HUAYLLAN;HUAYCHO;;;SI;;-8.9033;-77.40544
359;218060030;ANCASH;SANTA;NEPEÑA;CAYLAN;;SI;;;-9.19046;-78.39089
360;220040009;ANCASH;YUNGAY;MATACOTO;ACCLLASH;;;SI;;-9.17475;-77.74924
361;220040010;ANCASH;YUNGAY;MATACOTO;HUACHACPAMPA;;;SI;;-9.1759;-77.74795
362;220040012;ANCASH;YUNGAY;MATACOTO;ATUN PAMPA;;;SI;;-9.17765;-77.74396
363;220040013;ANCASH;YUNGAY;MATACOTO;INCHAN;;;SI;;-9.17935;-77.74885
364;218020054;ANCASH;SANTA;CACERES DEL PERU;PACCHA;;SI;;;-8.96682;-78.12780333
365;218020083;ANCASH;SANTA;CACERES DEL PERU;POZO RICO;SI;;;;-9.007698333;-78.10427
366;218020084;ANCASH;SANTA;CACERES DEL PERU;LA CURVA;SI;;;;-9.007035;-78.108065
367;218060031;ANCASH;SANTA;NEPEÑA;LA CUMBRE;;;SI;;-9.195043333;-78.463105
368;218060033;ANCASH;SANTA;NEPEÑA;BETA COLORADA;;;SI;;-9.2346406;-78.39117
369;218060035;ANCASH;SANTA;NEPEÑA;PAN DE AZUCAR;;SI;;;-9.17781;-78.38871
370;218060037;ANCASH;SANTA;NEPEÑA;PUNKURI;;SI;;;-9.15512;-78.30372
371;218060042;ANCASH;SANTA;NEPEÑA;SAN PEDRITO;;SI;;;-9.23627;-78.44888
372;218070002;ANCASH;SANTA;SAMANCO;VESIQUE;;;SI;;-9.21155;-78.48324
373;218070003;ANCASH;SANTA;SAMANCO;SAN PEDRO;;SI;;;-9.23632;-78.4489
374;218080002;ANCASH;SANTA;SANTA;NUEVA ESPERANZA;;SI;;;-8.96281;-78.60504
375;218080003;ANCASH;SANTA;SANTA;PUENTE SANTA;;SI;;;-8.96729;-78.62114
376;218080005;ANCASH;SANTA;SANTA;GUAPO;;SI;;;-8.97425;-78.61934
377;218080011;ANCASH;SANTA;SANTA;CASA COLORADA;;SI;;;-8.97764;-78.62182
378;218080013;ANCASH;SANTA;SANTA;LA HUACA III ZONA;;SI;;;-8.99411;-78.60287
379;218080015;ANCASH;SANTA;SANTA;EL ALTO;;SI;;;-8.9939;-78.59374
380;218080017;ANCASH;SANTA;SANTA;SAN LUIS;;SI;;;-9.0035;-78.62093
381;218080019;ANCASH;SANTA;SANTA;EL RAMI;;SI;;;-8.969888066;-78.59718362
382;218080020;ANCASH;SANTA;SANTA;SAN LUIS DE ESTEFANIA;;SI;;;-9.00599;-78.6273
383;218080021;ANCASH;SANTA;SANTA;CASA BLANCA;;;SI;;-9.00659;-78.61839
384;218080022;ANCASH;SANTA;SANTA;LA PRIMAVERA;;;SI;;-9.00362;-78.61641
385;218080023;ANCASH;SANTA;SANTA;SAN BARTOLO;;;SI;;-8.98858;-78.6168
386;218080024;ANCASH;SANTA;SANTA;LA HUACA II ZONA;;SI;;;-8.98916;-78.60804
387;218080025;ANCASH;SANTA;SANTA;GUAPO II ZONA;;SI;;;-8.97235;-78.61843
388;218090001;ANCASH;SANTA;NUEVO CHIMBOTE;BUENOS AIRES;;;SI;;-9.122059434;-78.53109374
389;218090014;ANCASH;SANTA;NUEVO CHIMBOTE;NUEVO AMANECER;;SI;;;-9.16363;-78.50074
390;219010001;ANCASH;SIHUAS;SIHUAS;SIHUAS;;;SI;;-8.555581186;-77.630591
391;301080062;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;HUAYLLAPAMPA ALTA;;SI;;;-13.508855;-72.82645333
392;301080063;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;TICABAMBA;;;SI;;-13.5081;-72.81988
393;301090007;APURIMAC;ABANCAY;TAMBURCO;SOCCOSHUAYCCO;;SI;;;-13.60729;-72.86572167
394;301090010;APURIMAC;ABANCAY;TAMBURCO;BANCAPATA;;;SI;;-13.61214;-72.8688
395;301090023;APURIMAC;ABANCAY;TAMBURCO;ANTABAMBA BAJA;;;SI;;-13.61543;-72.87238
396;302010001;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;ANDAHUAYLAS;;;SI;;-13.65603493;-73.38973446
397;302010005;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;CUNCATACA;;;SI;;-13.66631;-73.40969
398;302070013;APURIMAC;ANDAHUAYLAS;KISHUARA;BELEN ANTA;;;SI;;-13.60874949;-73.154146
399;302070019;APURIMAC;ANDAHUAYLAS;KISHUARA;MARCAPATA;;;SI;;-13.627509;-73.14374
400;302070020;APURIMAC;ANDAHUAYLAS;KISHUARA;PUMAPATA;;;SI;;-13.62874998;-73.16497998
401;302070025;APURIMAC;ANDAHUAYLAS;KISHUARA;TOLTE;;;SI;;-13.633689;-73.14274
402;302150009;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;MOYABAMBA BAJA;;;SI;;-13.6511;-73.52127
403;302150010;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;NUEVA ESPERANZA;;;SI;;-13.65211;-73.53284
404;302150014;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;CCANTUCORRAL;;;SI;;-13.65115;-73.54465
405;302150019;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;PACCHIPATA;;;SI;;-13.65844;-73.54835
406;302150020;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;HUAYRAS (HUAYRANAPATA);;;SI;;-13.65692;-73.52985
407;302150021;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;ALEJO PATA;;;SI;;-13.6563;-73.51176
408;302150025;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;RUPASCCA HUASI;;SI;;;-13.65933;-73.54054
409;302150027;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;CEÑUACUCHO;;SI;;;-13.66435;-73.51679
410;302150042;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;MARAYPAMPA;;;SI;;-13.66059;-73.51385
411;216010001;ANCASH;POMABAMBA;POMABAMBA;POMABAMBA;;;SI;;-8.820491553;-77.46033718
412;217100010;ANCASH;RECUAY;TICAPAMPA;HUISHCAPATA;;;SI;;-9.74169;-77.44924
413;217100012;ANCASH;RECUAY;TICAPAMPA;HICHIC HUISHCA;;;SI;;-9.74369;-77.44911
414;218030001;ANCASH;SANTA;COISHCO;COISHCO;;;SI;;-9.022873155;-78.61522646
415;220010001;ANCASH;YUNGAY;YUNGAY;YUNGAY;;;SI;;-9.139812349;-77.74488412
416;220060009;ANCASH;YUNGAY;RANRAHIRCA;RANRAHIRCA ALTO;;;SI;;-9.16791;-77.71888
417;220070004;ANCASH;YUNGAY;SHUPLUY;INCASHI;;SI;;;-9.22352;-77.70199
418;301040001;APURIMAC;ABANCAY;CURAHUASI;CURAHUASI;;;SI;;-13.54227448;-72.69589567
419;301040007;APURIMAC;ABANCAY;CURAHUASI;SALLAJE;;SI;;;-13.5278;-72.72074
420;301040011;APURIMAC;ABANCAY;CURAHUASI;CALZADA;;;SI;;-13.53732;-72.69433
421;301040013;APURIMAC;ABANCAY;CURAHUASI;JESUS MARIA;;SI;;;-13.5416;-72.67921
422;301040014;APURIMAC;ABANCAY;CURAHUASI;LUCMOS;;SI;;;-13.53728;-72.71213
423;301040019;APURIMAC;ABANCAY;CURAHUASI;TAMBO;;SI;;;-13.54405;-72.7188
424;302180023;APURIMAC;ANDAHUAYLAS;TURPO;TRAMPA;;;SI;;-13.79205;-73.48067
425;302010046;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;SAN MIGUEL DE AYAPATA;;;SI;;-13.65713;-73.39453
426;302130003;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;HUASIPARA;;SI;;;-13.64329;-73.35986
427;302130006;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;CHACCARAPATA;;;SI;;-13.64958;-73.33415
428;302130007;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;ÑAHUIN;;SI;;;-13.65337;-73.33331
429;302130008;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;POLTOCSA;;;SI;;-13.64948;-73.34255
430;302130010;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;SUYLLUACCA;;;SI;;-13.65838;-73.35859
431;302130017;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;ANCATIRA;;;SI;;-13.67354;-73.28337
432;302130018;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;HUALLUCANCHA;;;SI;;-13.66503333;-73.33560667
433;302130019;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;CHACAHUAYCCO;;;SI;;-13.68003;-73.28681
434;302130020;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;CHOCCECANCHA;;;SI;;-13.67924;-73.26744
435;302130021;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;CUPISA;;;SI;;-13.68151;-73.28163
436;302130023;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;YUNCAYA;;;SI;;-13.68666;-73.29676
437;302130027;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;ABANCAYHUAYCCO;;SI;;;-13.66526;-73.29723
438;218010001;ANCASH;SANTA;CHIMBOTE;CHIMBOTE;;;SI;;-9.074588108;-78.59361026
439;218010020;ANCASH;SANTA;CHIMBOTE;LA CRAMARCA BAJA (SANTIAGO ANTUNEZ DE MAYOLO);;SI;;;-8.98828;-78.54447
440;218010028;ANCASH;SANTA;CHIMBOTE;HUACA CASTILLO SANTO ANGEL;;SI;;;-8.93603;-78.56536
441;218010031;ANCASH;SANTA;CHIMBOTE;ALTO CANAL;;SI;;;-8.95425;-78.56663
442;218010032;ANCASH;SANTA;CHIMBOTE;BAJO CANAL;;SI;;;-8.95019;-78.56701
443;218010033;ANCASH;SANTA;CHIMBOTE;ALTO PERU;;SI;;;-8.94872;-78.58001
444;218010034;ANCASH;SANTA;CHIMBOTE;ARENAL;;SI;;;-8.95247;-78.58212
445;218010035;ANCASH;SANTA;CHIMBOTE;CERRO CAILAN;;SI;;;-8.94506;-78.56267
446;218010036;ANCASH;SANTA;CHIMBOTE;TAMBO REAL NUEVO;;;SI;;-8.96385;-78.58439
447;218010037;ANCASH;SANTA;CHIMBOTE;TAMBO REAL VIEJO;;SI;;;-8.9689;-78.57785
448;216010085;ANCASH;POMABAMBA;POMABAMBA;VIÑAUYA;;SI;;;-8.80756;-77.48938
449;216010087;ANCASH;POMABAMBA;POMABAMBA;CHACUAPAMPA;;SI;;;-8.81029;-77.49202
450;217010001;ANCASH;RECUAY;RECUAY;RECUAY;;;SI;;-9.722084444;-77.45617559
451;220010029;ANCASH;YUNGAY;YUNGAY;HUANCHUY;;;SI;;-9.12121;-77.76331
452;220010032;ANCASH;YUNGAY;YUNGAY;MAZAC;;;SI;;-9.12831;-77.7475
453;302080033;APURIMAC;ANDAHUAYLAS;PACOBAMBA;UCHUBAMBA;;SI;;;-13.61551;-73.0905
454;301040024;APURIMAC;ABANCAY;CURAHUASI;PLAZA PAMPA;;;SI;;-13.54555;-72.77948
455;301040026;APURIMAC;ABANCAY;CURAHUASI;ROSASPAMPA;;SI;;;-13.55076;-72.73394
456;301040028;APURIMAC;ABANCAY;CURAHUASI;SERRANA;;;SI;;-13.54662;-72.78454
457;301040029;APURIMAC;ABANCAY;CURAHUASI;CONCACHA;;;SI;;-13.55145;-72.7957
458;301070004;APURIMAC;ABANCAY;PICHIRHUA;SALLAC;;SI;;;-13.69342;-72.9997
459;220010038;ANCASH;YUNGAY;YUNGAY;PAMPAC;;;SI;;-9.14187;-77.74884
460;220010041;ANCASH;YUNGAY;YUNGAY;RUNTU;;;SI;;-9.1416;-77.73958
461;220010044;ANCASH;YUNGAY;YUNGAY;ACOBAMBA;;;SI;;-9.14461;-77.74071
462;220010045;ANCASH;YUNGAY;YUNGAY;PIQUIP;;;SI;;-9.151251667;-77.75157167
463;220010046;ANCASH;YUNGAY;YUNGAY;COCHAHUAIN;;;SI;;-9.1477109;-77.74216
464;220010048;ANCASH;YUNGAY;YUNGAY;CAMPO SANTO;;;SI;;-9.14762;-77.73582
465;220010049;ANCASH;YUNGAY;YUNGAY;COCHAPAMPA;;;SI;;-9.15213;-77.74487
466;220010050;ANCASH;YUNGAY;YUNGAY;TULLPA;;;SI;;-9.15248;-77.74218
467;220010051;ANCASH;YUNGAY;YUNGAY;AURA;;SI;;;-9.15625;-77.73323
468;220010053;ANCASH;YUNGAY;YUNGAY;UTCUSH;;SI;;;-9.15503;-77.74597
469;220010054;ANCASH;YUNGAY;YUNGAY;HUARASCUCHO;;SI;;;-9.16008;-77.73259
470;220010055;ANCASH;YUNGAY;YUNGAY;CHUQUIBAMBA;;;SI;;-9.15989;-77.7375
471;220010060;ANCASH;YUNGAY;YUNGAY;CAYA;;SI;;;-9.16625;-77.7467
472;220010067;ANCASH;YUNGAY;YUNGAY;UCHUCOTO;;;SI;;-9.1634;-77.73006
473;220010086;ANCASH;YUNGAY;YUNGAY;SANTA ELENA;;SI;;;-9.1278;-77.75957
474;220010087;ANCASH;YUNGAY;YUNGAY;ANCASH;;;SI;;-9.133750435;-77.75333187
475;220010088;ANCASH;YUNGAY;YUNGAY;PUNYANPAMPA;;;SI;;-9.13099;-77.75111
476;220010095;ANCASH;YUNGAY;YUNGAY;HUANTUCAN;;;SI;;-9.13598;-77.74748
477;302090041;APURIMAC;ANDAHUAYLAS;PACUCHA;CHURRUBAMBA ALTA;;;SI;;-13.60348333;-73.373005
478;302090042;APURIMAC;ANDAHUAYLAS;PACUCHA;CHURRUBAMBA BAJA;;;SI;;-13.61616;-73.36622
479;301040033;APURIMAC;ABANCAY;CURAHUASI;CCOCHARAY;;;SI;;-13.54625;-72.71128
480;301040034;APURIMAC;ABANCAY;CURAHUASI;AYAURCO;;;SI;;-13.54425;-72.70248
481;301040039;APURIMAC;ABANCAY;CURAHUASI;POTRERO;;SI;;;-13.548514;-72.78071
482;301040046;APURIMAC;ABANCAY;CURAHUASI;TOTORAY;;SI;;;-13.57583;-72.78383
483;301040093;APURIMAC;ABANCAY;CURAHUASI;HUAYRA CCASA;;SI;;;-13.56682;-72.77877
484;302040022;APURIMAC;ANDAHUAYLAS;HUANCARAMA;TAPACCERA;;SI;;;-13.66174;-73.05938
485;302040026;APURIMAC;ANDAHUAYLAS;HUANCARAMA;ARCAHUA;;SI;;;-13.66503252;-73.05445579
